openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
2021-09-24 12:00:00,44270.31,45134.33,43873.11,44785.01,64086.595,1632470399999,2848195215.62963,594270,33525.636,1490622110.24072,0
2021-09-24 16:00:00,44785.01,45050.00,40650.00,41510.06,250306.093,1632484799999,10643697695.01620,2124870,122340.567,5201909934.91296,0
2021-09-24 20:00:00,41510.06,42640.64,40818.19,41927.65,160633.813,1632499199999,6701915655.57440,1306024,82597.775,3446551857.71092,0
2021-09-25 00:00:00,41927.63,42500.00,41722.80,42337.69,51755.481,1632513599999,2178821609.02249,513993,26797.573,1128344691.08102,0
2021-09-25 04:00:00,42337.68,43196.82,42271.87,42798.49,46251.215,1632527999999,1980704881.38920,454468,24260.892,1039124492.08841,0
2021-09-25 08:00:00,42798.49,42938.00,42010.76,42588.72,44364.348,1632542399999,1885519989.58263,439163,22019.111,935972422.44082,0
2021-09-25 12:00:00,42588.73,42849.34,42172.00,42357.97,38205.811,1632556799999,1626055289.09336,375266,18796.726,800162937.25939,0
2021-09-25 16:00:00,42350.10,42950.00,41630.26,42472.89,81861.094,1632571199999,3471730267.52357,724856,41724.315,1769812647.13073,0
2021-09-25 20:00:00,42472.89,42749.69,42145.18,42644.01,52233.338,1632585599999,2217220721.03438,491999,25986.218,1103144376.76594,0
2021-09-26 00:00:00,42644.01,42800.00,42340.00,42637.26,38001.664,1632599999999,1617672376.64526,373092,18774.397,799287305.25767,0
2021-09-26 04:00:00,42637.02,42792.00,42356.00,42651.58,22418.540,1632614399999,955514165.10467,259670,11816.468,503689905.56284,0
2021-09-26 08:00:00,42646.84,42714.00,41885.82,42196.89,41156.796,1632628799999,1739086116.24695,429014,21026.788,888575549.67025,0
2021-09-26 12:00:00,42196.88,42288.12,40725.01,41214.97,72267.576,1632643199999,3006414530.01920,638010,35208.487,1464920335.92593,0
2021-09-26 16:00:00,41214.97,43755.00,41030.61,43058.87,130713.429,1632657599999,5547930060.48431,1045529,70509.259,2992611325.61853,0
2021-09-26 20:00:00,43058.86,43441.18,43058.86,43314.19,38687.911,1632671999999,1673306343.02069,374169,19961.722,863479135.87501,0
2021-09-27 00:00:00,43314.19,43529.00,43059.00,43244.59,23183.202,1632686399999,1002629406.75060,269734,11541.818,499225030.78630,0
2021-09-27 04:00:00,43245.25,43940.00,42650.00,43150.00,48385.002,1632700799999,2094435087.76021,477875,24365.245,1055230048.45751,0
2021-09-27 08:00:00,43150.01,44350.00,42914.04,44028.89,50572.406,1632715199999,2217114317.23503,485688,26028.218,1141181913.21433,0
2021-09-27 12:00:00,44028.89,44230.97,43623.60,43665.96,32254.405,1632729599999,1416442311.58906,325267,15792.793,693624592.70183,0
2021-09-27 16:00:00,43662.70,44100.00,43330.00,43735.01,41911.370,1632743999999,1832061713.72820,455277,21241.866,928714473.47540,0
2021-09-27 20:00:00,43735.00,44060.72,43019.00,43266.54,69178.265,1632758399999,3001151215.62402,677896,34417.623,1493486470.90952,0
2021-09-28 00:00:00,43266.54,43389.95,42825.78,42994.80,38182.083,1632772799999,1645077172.14472,413293,18237.109,785829639.24234,0
2021-09-28 04:00:00,42994.81,43398.57,42059.13,42122.69,53213.077,1632787199999,2274251344.96982,501089,25484.418,1089671077.50255,0
2021-09-28 08:00:00,42122.69,42599.94,41900.67,42527.00,41436.854,1632801599999,1753019517.57953,405864,21486.667,909247375.15470,0
