openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore,longAccount,longShortRatio,shortAccount,symbol,timestamp
2022-03-21 08:00:00,41261,41290.2,41205.5,41262.5,580.884,1647821099999,23960112.91457,5811,227.95,9403817.79559,0,0.5846,1.4073,0.4154,BTCUSDT,2022-03-21 08:00:00
2022-03-21 08:30:00,41224.9,41419.7,41217.5,41404.9,2821.544,1647824399999,116591218.80161,25273,1698.889,70208744.26521,0,0.5679,1.3143,0.4321,BTCUSDT,2022-03-21 08:30:00
2022-03-21 09:00:00,41404.9,41443.8,41200.8,41250.0,4443.929,1647826199999,183626002.64316,36307,1676.684,69293645.65346,0,0.5664,1.3063,0.4336,BTCUSDT,2022-03-21 09:00:00
2022-03-21 09:30:00,41249.9,41313.0,41156.0,41215.0,4055.61,1647827999999,167109322.48269,28183,2080.58,85721213.09399,0,0.5688,1.3191,0.4312,BTCUSDT,2022-03-21 09:30:00
2022-03-21 10:00:00,41215.1,41274.4,40933.5,41026.3,5527.351,1647829799999,227180124.64642,49935,2190.36,90045479.78655,0,0.5727,1.3403,0.4273,BTCUSDT,2022-03-21 10:00:00
2022-03-21 10:30:00,41026.2,41026.3,40430.0,40785.4,24792.705,1647831599999,1007497683.65975,192533,11339.87,460712883.44188,0,0.5733,1.3436,0.4267,BTCUSDT,2022-03-21 10:30:00
2022-03-21 11:00:00,40785.5,40824.3,40669.6,40735.1,3820.287,1647833399999,155666460.40876,40224,1824.873,74365501.91595,0,0.5982,1.4888,0.4018,BTCUSDT,2022-03-21 11:00:00
2022-03-21 11:30:00,40735.1,40967.0,40735.0,40811.3,4627.087,1647835199999,189051530.34112,45512,2441.627,99755691.84647,0,0.597,1.4814,0.403,BTCUSDT,2022-03-21 11:30:00
2022-03-21 12:00:00,40811.7,40843.9,40676.94,40759.0,4133.544,1647836999999,168493767.76003,36139,1938.956,79041888.63502,0,0.5979,1.4869,0.4021,BTCUSDT,2022-03-21 12:00:00
2022-03-21 12:30:00,40759.0,40903.1,40726.6,40840.8,3620.797,1647838799999,147839411.26803,32913,2199.721,89819752.55532,0,0.5997,1.4981,0.4003,BTCUSDT,2022-03-21 12:30:00
2022-03-21 13:00:00,40840.8,40900.0,40810.0,40885.9,2337.838,1647840599999,95532361.4851,25935,1164.256,47580541.7213,0,0.6001,1.5006,0.3999,BTCUSDT,2022-03-21 13:00:00
2022-03-21 13:30:00,40885.9,40941.3,40825.3,40918.9,3760.087,1647842399999,153724123.09008,31447,2308.487,94383566.38588,0,0.6013,1.5082,0.3987,BTCUSDT,2022-03-21 13:30:00
2022-03-21 14:00:00,40918.9,41064.0,40830.3,40860.8,6797.101,1647844199999,278379107.13496,69102,3726.026,152628334.22487,0,0.6035,1.5221,0.3965,BTCUSDT,2022-03-21 14:00:00
2022-03-21 14:30:00,40860.9,40934.1,40738.4,40832.8,4046.992,1647845999999,165296922.16368,39235,1770.374,72314618.65663,0,0.6063,1.54,0.3937,BTCUSDT,2022-03-21 14:30:00
2022-03-21 15:00:00,40832.8,41021.1,40750.0,40932.0,5054.24,1647847799999,206800065.66874,45204,2490.452,101917323.73887,0,0.6061,1.5387,0.3939,BTCUSDT,2022-03-21 15:00:00
2022-03-21 15:30:00,40932.0,41129.9,40902.9,41076.4,7444.436,1647849599999,305503368.39309,52922,3317.059,136127008.59494,0,0.602,1.5126,0.398,BTCUSDT,2022-03-21 15:30:00
2022-03-21 16:00:00,41076.5,41297.9,41057.2,41273.1,7136.545,1647851399999,293957020.22104,71765,3724.624,153428465.74804,0,0.6032,1.5202,0.3968,BTCUSDT,2022-03-21 16:00:00
2022-03-21 16:30:00,41273.0,41341.4,41125.7,41135.3,5191.226,1647853199999,214006317.42428,48127,2453.636,101171670.14661,0,0.5962,1.4765,0.4038,BTCUSDT,2022-03-21 16:30:00
2022-03-21 17:00:00,41135.3,41205.7,41055.8,41185.4,4087.684,1647854999999,168179459.4572,39745,1970.395,81079098.8424,0,0.5912,1.4462,0.4088,BTCUSDT,2022-03-21 17:00:00
2022-03-21 17:30:00,41185.4,41347.3,41175.7,41308.4,5181.913,1647856799999,213813382.33346,47877,2800.774,115573265.51826,0,0.5904,1.4414,0.4096,BTCUSDT,2022-03-21 17:30:00
2022-03-21 18:00:00,41308.3,41422.0,41257.0,41326.5,4709.137,1647858599999,194682118.48516,48737,2547.204,105323780.19757,0,0.5875,1.4242,0.4125,BTCUSDT,2022-03-21 18:00:00
2022-03-21 18:30:00,41326.5,41357.7,41236.8,41306.3,2299.217,1647860399999,94925642.05699,26375,1029.601,42511584.8267,0,0.5864,1.4178,0.4136,BTCUSDT,2022-03-21 18:30:00
2022-03-21 19:00:00,41306.3,41481.1,41275.4,41296.9,4712.466,1647862199999,194908234.23876,48110,2566.722,106177215.66176,0,0.5868,1.4201,0.4132,BTCUSDT,2022-03-21 19:00:00
2022-03-21 19:30:00,41296.9,41311.3,41150.1,41218.7,5414.832,1647863999999,223258871.4018,50987,2538.078,104657399.72859,0,0.5867,1.4195,0.4133,BTCUSDT,2022-03-21 19:30:00
2022-03-21 20:00:00,41218.8,41286.6,41080.0,41160.0,4809.578,1647865799999,197981351.60112,44505,2681.392,110396683.14799,0,0.589,1.4331,0.411,BTCUSDT,2022-03-21 20:00:00
2022-03-21 20:30:00,41159.9,41283.1,40890.9,41203.1,12607.229,1647867599999,517449694.91925,97583,6533.693,268203428.07823,0,0.5893,1.4349,0.4107,BTCUSDT,2022-03-21 20:30:00
2022-03-21 21:00:00,41203.1,41422.7,41173.7,41256.3,7803.598,1647869399999,322266062.51485,80508,4072.875,168220552.95438,0,0.5995,1.4969,0.4005,BTCUSDT,2022-03-21 21:00:00
2022-03-21 21:30:00,41256.4,41544.4,41066.7,41085.0,14248.565,1647871199999,588184669.00026,112686,6854.241,283029992.82976,0,0.5945,1.4661,0.4055,BTCUSDT,2022-03-21 21:30:00
2022-03-21 22:00:00,41085.0,41187.7,40727.7,40822.6,20665.875,1647872999999,845654141.34135,141059,10310.393,421920630.26494,0,0.6014,1.5088,0.3986,BTCUSDT,2022-03-21 22:00:00
2022-03-21 22:30:00,40822.6,41039.2,40778.8,41016.7,10260.945,1647874799999,419620143.94489,78530,5280.182,215969843.90604,0,0.6207,1.6364,0.3793,BTCUSDT,2022-03-21 22:30:00
2022-03-21 23:00:00,41015.9,41169.8,40874.9,41083.7,10918.936,1647876599999,448068446.26434,78776,5571.329,228656923.99632,0,0.6289,1.6947,0.3711,BTCUSDT,2022-03-21 23:00:00
2022-03-21 23:30:00,41083.8,41237.7,41020.5,41198.3,9038.951,1647878399999,371964933.82902,63894,3989.889,164197063.08226,0,0.6243,1.6617,0.3757,BTCUSDT,2022-03-21 23:30:00
2022-03-22 00:00:00,41198.3,41213.9,41029.6,41111.9,4359.645,1647880199999,179218850.91719,42172,2034.785,83645175.91647,0,0.6197,1.6295,0.3803,BTCUSDT,2022-03-22 00:00:00
2022-03-22 00:30:00,41113.8,41113.8,40751.0,40768.6,14101.011,1647881999999,576335019.01671,106712,6870.862,280802829.94416,0,0.6167,1.6089,0.3833,BTCUSDT,2022-03-22 00:30:00
2022-03-22 01:00:00,40768.5,40978.6,40730.1,40952.7,8840.693,1647883799999,361091586.09835,67551,4500.475,183821076.03199,0,0.6272,1.6824,0.3728,BTCUSDT,2022-03-22 01:00:00
2022-03-22 01:30:00,40952.7,41056.9,40852.4,41035.7,8539.395,1647885599999,349956817.84081,57606,4460.549,182806816.40328,0,0.6321,1.7181,0.3679,BTCUSDT,2022-03-22 01:30:00
2022-03-22 02:00:00,41035.7,41149.5,40967.0,41100.0,7222.181,1647887399999,296518411.44505,46848,3575.633,146813731.25929,0,0.6266,1.6781,0.3734,BTCUSDT,2022-03-22 02:00:00
2022-03-22 02:30:00,41100.1,41130.3,40916.4,40924.3,5453.763,1647889199999,223652414.0361,39405,2602.073,106701194.5362,0,0.6188,1.6233,0.3812,BTCUSDT,2022-03-22 02:30:00
2022-03-22 03:00:00,40924.4,40976.7,40845.0,40971.4,4590.0,1647890999999,187776227.87753,38689,2510.521,102706141.27633,0,0.6216,1.6427,0.3784,BTCUSDT,2022-03-22 03:00:00
2022-03-22 03:30:00,40971.4,41186.0,40937.9,41168.0,5512.275,1647892799999,226401101.53103,46199,2928.75,120304373.29073,0,0.6248,1.6652,0.3752,BTCUSDT,2022-03-22 03:30:00
2022-03-22 04:00:00,41168.1,41199.0,41101.5,41152.5,4864.601,1647894599999,200169395.25156,32248,2336.977,96150330.21646,0,0.6196,1.6288,0.3804,BTCUSDT,2022-03-22 04:00:00
2022-03-22 04:30:00,41152.5,41276.3,41099.5,41104.3,4187.287,1647896399999,172483418.58164,33025,2121.754,87413036.7784,0,0.6139,1.59,0.3861,BTCUSDT,2022-03-22 04:30:00
2022-03-22 05:00:00,41104.2,41221.9,41039.0,41184.2,3389.229,1647898199999,139359658.47304,31063,2013.587,82806932.22648,0,0.6112,1.572,0.3888,BTCUSDT,2022-03-22 05:00:00
